id,title,genres,keywords,cast,vote_average,vote_count,soup
62215,Melancholia,drama science fiction,wedding reception power outage destruction of planet wedding toast,kirsten dunst charlotte gainsbourg kiefer sutherland charlotte rampling john hurt,7.0,885,wedding reception power outage destruction of planet wedding toast kirsten dunst charlotte gainsbourg kiefer sutherland charlotte rampling john hurt drama science fiction
348,Alien,horror action thriller science fiction,android countdown space marine space suit beheading,tom skerritt sigourney weaver veronica cartwright harry dean stanton john hurt,7.9,4470,android countdown space marine space suit beheading tom skerritt sigourney weaver veronica cartwright harry dean stanton john hurt horror action thriller science fiction
30497,The Texas Chain Saw Massacre,horror,gas station texas van gore midnight movie,marilyn burns allen danziger paul a partain william vail teri mcminn,7.2,590,gas station texas van gore midnight movie marilyn burns allen danziger paul a partain william vail teri mcminn horror
27586,The Runaways,drama music,women s publicity iron music,dakota fanning kristen stewart michael shannon riley keough stella maeve,6.3,254,women s publicity iron music dakota fanning kristen stewart michael shannon riley keough stella maeve drama music
14811,Fiddler on the Roof,drama romance,tradition dream musical pogrom mother daughter relationship,chaim topol norma crane leonard frey molly picon paul mann,7.4,134,tradition dream musical pogrom mother daughter relationship chaim topol norma crane leonard frey molly picon paul mann drama romance
660,Thunderball,adventure action thriller,paris florida fighter pilot sanatorium secret organization,sean connery claudine auger adolfo celi luciana paluzzi rik van nutter,6.5,562,paris florida fighter pilot sanatorium secret organization sean connery claudine auger adolfo celi luciana paluzzi rik van nutter adventure action thriller
68684,Detention,horror comedy science fiction,high school murder slasher horror spoof,shanley caswell josh hutcherson spencer locke dane cook ad johnson,5.7,129,high school murder slasher horror spoof shanley caswell josh hutcherson spencer locke dane cook ad johnson horror comedy science fiction
40794,Loose Cannons,comedy drama romance,,nicole grimaudo riccardo scamarcio alessandro preziosi lunetta savino ennio fantastichini,7.0,118, nicole grimaudo riccardo scamarcio alessandro preziosi lunetta savino ennio fantastichini comedy drama romance
10585,Child's Play,horror thriller,gun birthday voodoo toy stalker,catherine hicks chris sarandon alex vincent brad dourif dinah manoff,6.3,581,gun birthday voodoo toy stalker catherine hicks chris sarandon alex vincent brad dourif dinah manoff horror thriller
2359,Sicko,documentary,bureaucracy usa corruption cuba medicine,michael moore george w bush bill clinton hillary clinton billy crystal,7.3,235,bureaucracy usa corruption cuba medicine michael moore george w bush bill clinton hillary clinton billy crystal documentary
238636,The Purge: Anarchy,horror thriller,bus assault rifle sniper machete dystopia,frank grillo carmen ejogo zach gilford kiele sanchez zoueb borde,6.6,1954,bus assault rifle sniper machete dystopia frank grillo carmen ejogo zach gilford kiele sanchez zoueb borde horror thriller
11282,Harold & Kumar Go to White Castle,comedy adventure,brother brother relationship amsterdam trip road trip cannabis,john cho kal penn paula garcues neil patrick harris david krumholtz,6.6,693,brother brother relationship amsterdam trip road trip cannabis john cho kal penn paula garcues neil patrick harris david krumholtz comedy adventure
14181,Boiler Room,crime drama thriller,finances stock broker investment firm,giovanni ribisi vin diesel nia long tom everett scott ben affleck,6.5,201,finances stock broker investment firm giovanni ribisi vin diesel nia long tom everett scott ben affleck crime drama thriller
1621,Trading Places,comedy,christmas tree from rags to riches broker beggar dollar,eddie murphy dan aykroyd jamie lee curtis jim belushi denholm elliott,7.1,738,christmas tree from rags to riches broker beggar dollar eddie murphy dan aykroyd jamie lee curtis jim belushi denholm elliott comedy
9656,Black Christmas,horror thriller,holiday difficult childhood childhood memory childhood trauma psychopath,katie cassidy michelle trachtenberg kristen cloke mary elizabeth winstead lacey chabert,4.8,119,holiday difficult childhood childhood memory childhood trauma psychopath katie cassidy michelle trachtenberg kristen cloke mary elizabeth winstead lacey chabert horror thriller
8272,The Savages,drama,father son relationship depression parents kids relationship brother sister relationship professor,laura linney philip seymour hoffman philip bosco cara seymour peter friedman,6.8,110,father son relationship depression parents kids relationship brother sister relationship professor laura linney philip seymour hoffman philip bosco cara seymour peter friedman drama
1808,Velvet Goldmine,drama music,gay great britain narration glam rock bisexual,ewan mcgregor christian bale jonathan rhys meyers janet mcteer toni collette,6.9,116,gay great britain narration glam rock bisexual ewan mcgregor christian bale jonathan rhys meyers janet mcteer toni collette drama music
293670,The Wailing,horror mystery,sex small town exorcism investigation daughter,kwak dowon hwang jungmin chun woohee jun kunimura kim hwanhee,7.2,250,sex small town exorcism investigation daughter kwak dowon hwang jungmin chun woohee jun kunimura kim hwanhee horror mystery
250349,Barbecue,comedy,,lambert wilson franck dubosc florence foresti guillaume de tonquuedec juerufme commandeur,5.8,214, lambert wilson franck dubosc florence foresti guillaume de tonquuedec juerufme commandeur comedy
9671,Crocodile Dundee,adventure comedy,new york prostitute hotel journalist culture clash,paul hogan linda kozlowski mark blum david gulpilil michael lombard,6.3,503,new york prostitute hotel journalist culture clash paul hogan linda kozlowski mark blum david gulpilil michael lombard adventure comedy
71157,Polisse,drama,woman director,karin viard joeystarr marina fouefs nicolas duvauchelle mauefwenn,7.9,285,woman director karin viard joeystarr marina fouefs nicolas duvauchelle mauefwenn drama
13483,Awake,thriller crime mystery,,hayden christensen jessica alba terrence howard lena olin charlie hewson,6.3,395, hayden christensen jessica alba terrence howard lena olin charlie hewson thriller crime mystery
1547,The Lost Boys,horror comedy,street gang small town vampire comic book boardwalk,jason patric corey haim corey feldman dianne wiest kiefer sutherland,6.8,538,street gang small town vampire comic book boardwalk jason patric corey haim corey feldman dianne wiest kiefer sutherland horror comedy
25196,Crazy Heart,drama music romance,taxi country music journalist guitar bar,jeff bridges maggie gyllenhaal colin farrell robert duvall paul herman,6.8,274,taxi country music journalist guitar bar jeff bridges maggie gyllenhaal colin farrell robert duvall paul herman drama music romance
8069,Barbarella,science fiction,sexual fantasy alien planet distant future cult classic female mercenary,jane fonda john phillip law anita pallenberg marcel marceau claude dauphin,5.7,146,sexual fantasy alien planet distant future cult classic female mercenary jane fonda john phillip law anita pallenberg marcel marceau claude dauphin science fiction
9451,Election,comedy,jealousy infidelity vandalism museum motel,matthew broderick reese witherspoon chris klein jessica campbell mark harelik,6.7,270,jealousy infidelity vandalism museum motel matthew broderick reese witherspoon chris klein jessica campbell mark harelik comedy
272693,The DUFF,romance comedy,high school teenager popularity high school student teen comedy,mae whitman robbie amell bella thorne bianca a santos skyler samuels,6.8,1322,high school teenager popularity high school student teen comedy mae whitman robbie amell bella thorne bianca a santos skyler samuels romance comedy
150202,The Haunting in Connecticut 2: Ghosts of Georgia,horror drama thriller,new home ghost s,chad michael murray katee sackhoff abigail spencer cicely tyson emily alyn lind,5.6,175,new home ghost s chad michael murray katee sackhoff abigail spencer cicely tyson emily alyn lind horror drama thriller
29963,Bright Star,drama romance,poet independent film duringcreditsstinger woman director,abbie cornish ben whishaw paul schneider kerry fox edie martin,6.8,107,poet independent film duringcreditsstinger woman director abbie cornish ben whishaw paul schneider kerry fox edie martin drama romance
26022,My Name Is Khan,drama romance,bollywood,shah rukh khan kajol jimmy shergill zarina wahab tanay chheda,7.7,232,bollywood shah rukh khan kajol jimmy shergill zarina wahab tanay chheda drama romance
152747,All Is Lost,action adventure drama,yacht sailor storm at sea unconsciousness life raft,robert redford,6.6,671,yacht sailor storm at sea unconsciousness life raft robert redford action adventure drama
1116,The Wind That Shakes the Barley,drama history war,london england brother brother relationship england civil war resistance,cillian murphy puedraic delaney liam cunningham orla fitzgerald gerard kearney,7.1,154,london england brother brother relationship england civil war resistance cillian murphy puedraic delaney liam cunningham orla fitzgerald gerard kearney drama history war
680,Pulp Fiction,thriller crime,transporter brothel drug dealer boxer massage,john travolta samuel l jackson uma thurman bruce willis ving rhames,8.3,8428,transporter brothel drug dealer boxer massage john travolta samuel l jackson uma thurman bruce willis ving rhames thriller crime
11176,The Muppet Movie,adventure comedy family,chicken musical frog puppet fame,jim henson frank oz jerry nelson richard hunt dave goelz,7.0,164,chicken musical frog puppet fame jim henson frank oz jerry nelson richard hunt dave goelz adventure comedy family
242582,Nightcrawler,crime drama thriller,journalism underground tv station sociopath home invasion,jake gyllenhaal rene russo riz ahmed bill paxton kevin rahm,7.6,3395,journalism underground tv station sociopath home invasion jake gyllenhaal rene russo riz ahmed bill paxton kevin rahm crime drama thriller
11217,Club Dread,comedy horror,island machete beautiful woman serial killer murder hunt,kevin heffernan jay chandrasekhar paul soter erik stolhanske tanja reichert,5.1,107,island machete beautiful woman serial killer murder hunt kevin heffernan jay chandrasekhar paul soter erik stolhanske tanja reichert comedy horror
15121,The Sound of Music,drama family music romance,resistance austria world war ii musical music competition,julie andrews christopher plummer eleanor parker richard haydn peggy wood,7.4,941,resistance austria world war ii musical music competition julie andrews christopher plummer eleanor parker richard haydn peggy wood drama family music romance
2619,Splash,comedy fantasy romance,bachelor mermaid,tom hanks daryl hannah eugene levy john candy dody goodman,6.1,321,bachelor mermaid tom hanks daryl hannah eugene levy john candy dody goodman comedy fantasy romance
773,Little Miss Sunshine,comedy drama,california brother sister relationship wife husband relationship familys daily life oscar award,greg kinnear toni collette steve carell paul dano abigail breslin,7.5,1686,california brother sister relationship wife husband relationship familys daily life oscar award greg kinnear toni collette steve carell paul dano abigail breslin comedy drama
235,Stand by Me,crime drama,based on novel friendship coming of age railroad track story within the story,wil wheaton river phoenix corey feldman jerry oconnell kiefer sutherland,7.8,1522,based on novel friendship coming of age railroad track story within the story wil wheaton river phoenix corey feldman jerry oconnell kiefer sutherland crime drama
170,28 Days Later,horror thriller science fiction,london england manchester city submachine gun gas station survivor,cillian murphy naomie harris noah huntley christopher dunne emma hitching,7.1,1777,london england manchester city submachine gun gas station survivor cillian murphy naomie harris noah huntley christopher dunne emma hitching horror thriller science fiction
10734,Escape from Alcatraz,crime drama,prison based on novel island mouse alcatraz,clint eastwood patrick mcgoohan roberts blossom jack thibeau fred ward,7.2,561,prison based on novel island mouse alcatraz clint eastwood patrick mcgoohan roberts blossom jack thibeau fred ward crime drama
40807,50/50,comedy drama,painter father son relationship therapist cancer psychologist,joseph gordonlevitt seth rogen anna kendrick bryce dallas howard anjelica huston,7.0,1261,painter father son relationship therapist cancer psychologist joseph gordonlevitt seth rogen anna kendrick bryce dallas howard anjelica huston comedy drama
10885,Shutter,horror mystery thriller,japan suicide photographer honeymoon nightmare,joshua jackson rachael taylor megumi okina david denman eri otoguro,5.3,180,japan suicide photographer honeymoon nightmare joshua jackson rachael taylor megumi okina david denman eri otoguro horror mystery thriller
225565,That Awkward Moment,comedy romance,male friendship friendship dating relationship duringcreditsstinger,zac efron miles teller michael b jordan imogen poots mackenzie davis,6.1,1004,male friendship friendship dating relationship duringcreditsstinger zac efron miles teller michael b jordan imogen poots mackenzie davis comedy romance
11971,Much Ado About Nothing,drama comedy romance,shakespeare bachelor new love rage and hate lover,kenneth branagh richard briers michael keaton robert sean leonard keanu reeves,7.2,189,shakespeare bachelor new love rage and hate lover kenneth branagh richard briers michael keaton robert sean leonard keanu reeves drama comedy romance
668,On Her Majesty's Secret Service,adventure action thriller,london england suicide england switzerland secret identity,george lazenby diana rigg telly savalas gabriele ferzetti ilse steppat,6.5,456,london england suicide england switzerland secret identity george lazenby diana rigg telly savalas gabriele ferzetti ilse steppat adventure action thriller
11596,New Nightmare,horror thriller mystery fantasy,fire kidnapping nightmare earthquake insomnia,heather langenkamp robert englund miko hughes wes craven david newsom,6.4,291,fire kidnapping nightmare earthquake insomnia heather langenkamp robert englund miko hughes wes craven david newsom horror thriller mystery fantasy
9490,Half Baked,comedy crime,smoking company marijuana drug woman director,dave chappelle tommy chong harland williams guillermo duedaz jim breuer,6.4,177,smoking company marijuana drug woman director dave chappelle tommy chong harland williams guillermo duedaz jim breuer comedy crime
1359,American Psycho,thriller drama crime,based on novel wall street psychopath white collar harvard business school,christian bale willem dafoe jared leto josh lucas samantha mathis,7.3,2066,based on novel wall street psychopath white collar harvard business school christian bale willem dafoe jared leto josh lucas samantha mathis thriller drama crime
9962,The Good Girl,drama comedy romance,suicide sex jealousy dream blackmail,jennifer aniston jake gyllenhaal zooey deschanel john c reilly deborah rush,6.1,181,suicide sex jealousy dream blackmail jennifer aniston jake gyllenhaal zooey deschanel john c reilly deborah rush drama comedy romance
22821,The Boondock Saints II: All Saints Day,action thriller crime,boston sheep friendship sequel revenge,sean patrick flanery norman reedus billy connolly clifton collins jr julie benz,5.9,261,boston sheep friendship sequel revenge sean patrick flanery norman reedus billy connolly clifton collins jr julie benz action thriller crime
209263,Enough Said,comedy drama romance,masseuse thanksgiving party romance mother daughter relationship,julia louisdreyfus catherine keener james gandolfini toni collette ben falcone,6.6,348,masseuse thanksgiving party romance mother daughter relationship julia louisdreyfus catherine keener james gandolfini toni collette ben falcone comedy drama romance
37735,Easy A,comedy,lie high school school teen movie rumor,emma stone stanley tucci amanda bynes cam gigandet lisa kudrow,6.7,2210,lie high school school teen movie rumor emma stone stanley tucci amanda bynes cam gigandet lisa kudrow comedy
10873,Shadow of the Vampire,drama horror,film director dracula uanosferatu,john malkovich willem dafoe udo kier cary elwes catherine mccormack,6.6,148,film director dracula uanosferatu john malkovich willem dafoe udo kier cary elwes catherine mccormack drama horror
51588,Prom,comedy,single parent waitress fountain friendship high school,aimee teegarden thomas mcdonell nicholas braun faith ford danielle campbell,5.7,134,single parent waitress fountain friendship high school aimee teegarden thomas mcdonell nicholas braun faith ford danielle campbell comedy
291270,Anomalisa,animation comedy drama romance,sex depression existentialism,david thewlis jennifer jason leigh tom noonan,7.0,459,sex depression existentialism david thewlis jennifer jason leigh tom noonan animation comedy drama romance
1958,8 Women,comedy thriller music crime mystery,upper class women father murder daughter maid,catherine deneuve isabelle huppert emmanuelle bueart fanny ardant virginie ledoyen,6.9,196,upper class women father murder daughter maid catherine deneuve isabelle huppert emmanuelle bueart fanny ardant virginie ledoyen comedy thriller music crime mystery
43923,It's Kind of a Funny Story,comedy drama,suicide depression independent film coming of age teen movie,keir gilchrist emma roberts zach galifianakis viola davis zoueb kravitz,6.9,672,suicide depression independent film coming of age teen movie keir gilchrist emma roberts zach galifianakis viola davis zoueb kravitz comedy drama
26963,The Secret of Kells,animation family fantasy,barbarian underwater trapped sea monster woman director,evan mcguire christen mooney brendan gleeson mick lally liam hourican,7.3,181,barbarian underwater trapped sea monster woman director evan mcguire christen mooney brendan gleeson mick lally liam hourican animation family fantasy
198277,Begin Again,comedy music romance drama,,mark ruffalo keira knightley adam levine hailee steinfeld catherine keener,7.3,1254, mark ruffalo keira knightley adam levine hailee steinfeld catherine keener comedy music romance drama
10288,Fido,romance comedy drama horror,vororte black humor satire dark comedy gore,billy connolly carrieanne moss dylan baker kesun loder henry czerny,6.6,135,vororte black humor satire dark comedy gore billy connolly carrieanne moss dylan baker kesun loder henry czerny romance comedy drama horror
44147,Wild Target,action comedy,london england mother robbery detective assassin,bill nighy emily blunt rupert grint rupert everett eileen atkins,6.4,215,london england mother robbery detective assassin bill nighy emily blunt rupert grint rupert everett eileen atkins action comedy
12192,Pathology,crime horror thriller,female nudity pathology student of medicine extortion drug use,milo ventimiglia alyssa milano michael weston lauren lee smith johnny whitworth,5.6,144,female nudity pathology student of medicine extortion drug use milo ventimiglia alyssa milano michael weston lauren lee smith johnny whitworth crime horror thriller
149,Akira,science fiction animation,saving the world total destruction megacity street gang underground,mitsuo iwata nozomu sasaki mami koyama tesshou genda hiroshi ohtake,7.8,773,saving the world total destruction megacity street gang underground mitsuo iwata nozomu sasaki mami koyama tesshou genda hiroshi ohtake science fiction animation
1544,Imagine Me & You,drama comedy romance,london england flower shop homosexuality lesbian lgbt,piper perabo lena headey matthew goode celia imrie darren boyd,7.0,177,london england flower shop homosexuality lesbian lgbt piper perabo lena headey matthew goode celia imrie darren boyd drama comedy romance
374461,Mr. Church,drama,cook friendship,eddie murphy britt robertson natascha mcelhone xavier samuel lucy fry,7.0,129,cook friendship eddie murphy britt robertson natascha mcelhone xavier samuel lucy fry drama
302,Swimming Pool,thriller crime,london england female nudity women countryside based on novel,charlotte rampling ludivine sagnier charles dance jeanmarie lamour marc fayolle,6.4,153,london england female nudity women countryside based on novel charlotte rampling ludivine sagnier charles dance jeanmarie lamour marc fayolle thriller crime
403,Driving Miss Daisy,comedy drama,individual black people chauffeur atlanta widow,morgan freeman jessica tandy dan aykroyd patti lupone esther rolle,7.0,350,individual black people chauffeur atlanta widow morgan freeman jessica tandy dan aykroyd patti lupone esther rolle comedy drama
33542,Rumble in the Bronx,crime action comedy thriller,new york martial arts supermarket gang war disabled child,jackie chan anita mui franueoise yip bill tung marc akerstream,6.5,240,new york martial arts supermarket gang war disabled child jackie chan anita mui franueoise yip bill tung marc akerstream crime action comedy thriller
9388,Thank You for Smoking,comedy drama,father son relationship capitalism based on novel smoking lie,aaron eckhart maria bello cameron bright adam brody sam elliott,7.1,664,father son relationship capitalism based on novel smoking lie aaron eckhart maria bello cameron bright adam brody sam elliott comedy drama
1691,Hostel: Part II,horror,prague bratislava castration ladies man student,lauren german bijou phillips heather matarazzo richard burgi roger bart,5.6,453,prague bratislava castration ladies man student lauren german bijou phillips heather matarazzo richard burgi roger bart horror
24684,An Education,drama romance,adolescence age difference selfdiscovery coming of age love affair,carey mulligan olivia williams peter sarsgaard alfred molina cara seymour,6.8,409,adolescence age difference selfdiscovery coming of age love affair carey mulligan olivia williams peter sarsgaard alfred molina cara seymour drama romance
11022,Narc,action crime drama thriller,assertion investigation internal affairs narcotics cop,jason patric ray liotta chi mcbride busta rhymes lloyd adams,6.8,142,assertion investigation internal affairs narcotics cop jason patric ray liotta chi mcbride busta rhymes lloyd adams action crime drama thriller
12569,Extract,comedy,infidelity con man thief independent film business,jason bateman mila kunis kristen wiig ben affleck jk simmons,5.7,192,infidelity con man thief independent film business jason bateman mila kunis kristen wiig ben affleck jk simmons comedy
2577,Code 46,drama romance science fiction thriller,seattle shanghai future insurance salesman dystopia,tim robbins samantha morton nabil elouahabi om puri emil marwa,6.2,116,seattle shanghai future insurance salesman dystopia tim robbins samantha morton nabil elouahabi om puri emil marwa drama romance science fiction thriller
73873,Albert Nobbs,drama,butler dublin maid,glenn close mia wasikowska aaron taylorjohnson pauline collins brendan gleeson,6.2,132,butler dublin maid glenn close mia wasikowska aaron taylorjohnson pauline collins brendan gleeson drama
2011,Persepolis,animation drama,civil war parents kids relationship s puberty totalitarian regime,chiara mastroianni danielle darrieux catherine deneuve simon abkarian gabrielle lopes benites,7.7,450,civil war parents kids relationship s puberty totalitarian regime chiara mastroianni danielle darrieux catherine deneuve simon abkarian gabrielle lopes benites animation drama
45650,The Hole,thriller adventure fantasy,basement hole little brother,chris massoglia haley bennett nathan gamble bruce dern teri polo,5.6,244,basement hole little brother chris massoglia haley bennett nathan gamble bruce dern teri polo thriller adventure fantasy
7735,The Wave,drama thriller,dictator trainer classroom fascism group dynamics,jufcrgen vogel frederick lau max riemelt jennifer ulrich christiane paul,7.5,841,dictator trainer classroom fascism group dynamics jufcrgen vogel frederick lau max riemelt jennifer ulrich christiane paul drama thriller
301365,The Neon Demon,thriller horror,model,elle fanning karl glusman jena malone bella heathcote abbey lee,6.4,887,model elle fanning karl glusman jena malone bella heathcote abbey lee thriller horror
25941,Harry Brown,thriller crime drama action,selfdefense widower,michael caine emily mortimer iain glen lee oakes liam cunningham,6.7,348,selfdefense widower michael caine emily mortimer iain glen lee oakes liam cunningham thriller crime drama action
7326,Juno,comedy drama romance,sexuality becoming an adult puberty first time oscar award,ellen page michael cera jennifer garner jason bateman allison janney,7.0,2244,sexuality becoming an adult puberty first time oscar award ellen page michael cera jennifer garner jason bateman allison janney comedy drama romance
681,Diamonds Are Forever,adventure action thriller,spy fight secret organization satellite secret agent,sean connery jill st john charles gray lana wood jimmy dean,6.3,553,spy fight secret organization satellite secret agent sean connery jill st john charles gray lana wood jimmy dean adventure action thriller
238,The Godfather,drama crime,italy love at first sight loss of father patriarch organized crime,marlon brando al pacino james caan richard s castellano robert duvall,8.4,5893,italy love at first sight loss of father patriarch organized crime marlon brando al pacino james caan richard s castellano robert duvall drama crime
535,Flashdance,drama music romance,dancing dance locksmith welder,jennifer beals michael nouri lilia skala kyle t heffner sunny johnson,6.1,302,dancing dance locksmith welder jennifer beals michael nouri lilia skala kyle t heffner sunny johnson drama music romance
19913,(500) Days of Summer,comedy drama romance,date sex jealousy fight architect,joseph gordonlevitt zooey deschanel chloueb grace moretz geoffrey arend matthew gray gubler,7.2,2904,date sex jealousy fight architect joseph gordonlevitt zooey deschanel chloueb grace moretz geoffrey arend matthew gray gubler comedy drama romance
713,The Piano,drama romance,love triangle scotland mother adultery sexuality,holly hunter harvey keitel sam neill anna paquin cliff curtis,7.1,281,love triangle scotland mother adultery sexuality holly hunter harvey keitel sam neill anna paquin cliff curtis drama romance
77930,Magic Mike,drama comedy,dancing florida strip club male stripper novice,channing tatum matthew mcconaughey alex pettyfer cody horn olivia munn,6.1,1040,dancing florida strip club male stripper novice channing tatum matthew mcconaughey alex pettyfer cody horn olivia munn drama comedy
10727,Darkness Falls,thriller horror,witch loss of mother small town death penalty lighthouse,chaney kley emma caulfield lee cormie grant piro sullivan stapleton,4.9,161,witch loss of mother small town death penalty lighthouse chaney kley emma caulfield lee cormie grant piro sullivan stapleton thriller horror
253,Live and Let Die,adventure action thriller,london england new york bomb england spy,roger moore yaphet kotto jane seymour clifton james julius harris,6.4,533,london england new york bomb england spy roger moore yaphet kotto jane seymour clifton james julius harris adventure action thriller
8390,"Definitely, Maybe",comedy romance,lovesickness love of ones life narration lovers kiss,ryan reynolds abigail breslin elizabeth banks isla fisher rachel weisz,6.7,620,lovesickness love of ones life narration lovers kiss ryan reynolds abigail breslin elizabeth banks isla fisher rachel weisz comedy romance
3291,"Good Night, and Good Luck.",drama history,telecaster communist political activism tv show politician,david strathairn jeff daniels alex borstein rose abdoo dianne reeves,6.8,273,telecaster communist political activism tv show politician david strathairn jeff daniels alex borstein rose abdoo dianne reeves drama history
398,Capote,crime drama,gay selffulfilling prophecy based on novel journalism identity,philip seymour hoffman allie mickelson craig archibald bronwen coleman kate shindle,6.8,384,gay selffulfilling prophecy based on novel journalism identity philip seymour hoffman allie mickelson craig archibald bronwen coleman kate shindle crime drama
8068,Desperado,thriller action crime,gunslinger anti terror ambush mexico showdown,antonio banderas salma hayek joaquim de almeida cheech marin steve buscemi,6.8,881,gunslinger anti terror ambush mexico showdown antonio banderas salma hayek joaquim de almeida cheech marin steve buscemi thriller action crime
10803,Logan's Run,adventure action romance science fiction,female nudity killer robot nudity utopia teleportation,michael york richard jordan jenny agutter roscoe lee browne farrah fawcett,6.6,269,female nudity killer robot nudity utopia teleportation michael york richard jordan jenny agutter roscoe lee browne farrah fawcett adventure action romance science fiction
682,The Man with the Golden Gun,adventure action thriller,london england england martial arts assassin exotic island,roger moore christopher lee britt ekland maud adams hervue villechaize,6.3,524,london england england martial arts assassin exotic island roger moore christopher lee britt ekland maud adams hervue villechaize adventure action thriller
9392,The Descent,adventure horror,mutant expedition cave darkness rope,shauna macdonald natalie mendoza alex reid saskia mulder myanna buring,6.8,1005,mutant expedition cave darkness rope shauna macdonald natalie mendoza alex reid saskia mulder myanna buring adventure horror
79316,Devil's Due,horror,found footage,allison miller zach gilford sam anderson robert belushi catherine kresge,4.4,216,found footage allison miller zach gilford sam anderson robert belushi catherine kresge horror
1696,The Devil's Rejects,drama horror crime,sadistic killing fire sheriff bounty hunter,sid haig bill moseley sheri moon zombie william forsythe ken foree,6.6,322,sadistic killing fire sheriff bounty hunter sid haig bill moseley sheri moon zombie william forsythe ken foree drama horror crime
308639,Dope,crime drama comedy,california hiphop harvard university geek coming of age,shameik moore kiersey clemons tony revolori zoueb kravitz chanel iman,7.2,691,california hiphop harvard university geek coming of age shameik moore kiersey clemons tony revolori zoueb kravitz chanel iman crime drama comedy
2662,House of 1000 Corpses,horror,upper class halloween psychopath urban legend youth,sid haig bill moseley sheri moon zombie karen black erin daniels,6.0,306,upper class halloween psychopath urban legend youth sid haig bill moseley sheri moon zombie karen black erin daniels horror
12573,A Serious Man,comedy drama,professor dark comedy telephone call aftercreditsstinger s,michael stuhlbarg richard kind fred melamed sari lennick aaron wolff,6.6,483,professor dark comedy telephone call aftercreditsstinger s michael stuhlbarg richard kind fred melamed sari lennick aaron wolff comedy drama
241771,Beyond the Lights,romance drama,talent success musician woman director,gugu mbatharaw nate parker minnie driver machine gun kelly danny glover,7.0,139,talent success musician woman director gugu mbatharaw nate parker minnie driver machine gun kelly danny glover romance drama
34653,A Single Man,drama romance,gay based on novel suicidal death of lover teacher student relationship,colin firth julianne moore nicholas hoult matthew goode jon kortajarena,7.3,463,gay based on novel suicidal death of lover teacher student relationship colin firth julianne moore nicholas hoult matthew goode jon kortajarena drama romance
11051,The Last Temptation of Christ,drama,christianity traitor jesus christ roman crucifixion,willem dafoe harvey keitel barbara hershey david bowie harry dean stanton,7.0,201,christianity traitor jesus christ roman crucifixion willem dafoe harvey keitel barbara hershey david bowie harry dean stanton drama
57825,Bride & Prejudice,drama comedy music romance,indian lead bollywood modern day adaptation pride prejudice woman director,aishwarya rai bachchan martin henderson naveen andrews daniel gillies indira varma,6.5,110,indian lead bollywood modern day adaptation pride prejudice woman director aishwarya rai bachchan martin henderson naveen andrews daniel gillies indira varma drama comedy music romance
39053,Cyrus,comedy drama romance,mumblecore,john c reilly jonah hill marisa tomei catherine keener matt walsh,6.1,133,mumblecore john c reilly jonah hill marisa tomei catherine keener matt walsh comedy drama romance
71859,We Need to Talk About Kevin,drama thriller,suburb violence killing spree prison visit guinea pig,john c reilly tilda swinton ezra miller siobhan fallon jasper newell,7.4,677,suburb violence killing spree prison visit guinea pig john c reilly tilda swinton ezra miller siobhan fallon jasper newell drama thriller
11687,The Visitors,fantasy comedy science fiction,servant time travel clumsy fellow middle ages nobility,jean reno valuerie lemercier christian clavier marieanne chazel christian bujeau,7.1,420,servant time travel clumsy fellow middle ages nobility jean reno valuerie lemercier christian clavier marieanne chazel christian bujeau fantasy comedy science fiction
39210,Somewhere,comedy drama,milan independent film luxury hotel man in towelua woman director,stephen dorff chris pontius erin wasson alexandra williams nathalie fay,6.0,208,milan independent film luxury hotel man in towelua woman director stephen dorff chris pontius erin wasson alexandra williams nathalie fay comedy drama
44835,Hesher,drama,loss of mother clerk grocery loss of relative loss of wife,joseph gordonlevitt natalie portman rainn wilson audrey wasilewski frank collison,6.7,212,loss of mother clerk grocery loss of relative loss of wife joseph gordonlevitt natalie portman rainn wilson audrey wasilewski frank collison drama
192134,Dom Hemingway,comedy crime drama,growing up money crime fatherhood,jude law demiuen bichir richard e grant matthew c martino emilia clarke,5.8,212,growing up money crime fatherhood jude law demiuen bichir richard e grant matthew c martino emilia clarke comedy crime drama
306745,Freeheld,romance drama,new jersey equality lesbian relationship cancer,julianne moore ellen page steve carell michael shannon luke grimes,7.1,164,new jersey equality lesbian relationship cancer julianne moore ellen page steve carell michael shannon luke grimes romance drama
8374,The Boondock Saints,action thriller crime,arbitrary law boston twin brother russian mafia prologue,willem dafoe norman reedus sean patrick flanery david della rocco david ferry,7.2,837,arbitrary law boston twin brother russian mafia prologue willem dafoe norman reedus sean patrick flanery david della rocco david ferry action thriller crime
8879,Pale Rider,romance western,gunslinger showdown marshal blackmail mine,clint eastwood michael moriarty carrie snodgress chris penn richard dysart,7.0,251,gunslinger showdown marshal blackmail mine clint eastwood michael moriarty carrie snodgress chris penn richard dysart romance western
13001,Stargate: The Ark of Truth,adventure science fiction,wormhole space travel supernatural powers spaceship alien,ben browder amanda tapping christopher judge michael shanks beau bridges,6.9,140,wormhole space travel supernatural powers spaceship alien ben browder amanda tapping christopher judge michael shanks beau bridges adventure science fiction
9571,Dazed and Confused,comedy drama,s texas high school comedy coming of age,jason london rory cochrane wiley wiggins sasha jenson michelle burke,7.4,583,s texas high school comedy coming of age jason london rory cochrane wiley wiggins sasha jenson michelle burke comedy drama
