id,title,genres,keywords,cast,vote_average,vote_count
12192,Pathology,Crime Horror Thriller,female nudity pathology student of medicine extortion drug use,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,5.6,144
149,Akira,Science Fiction Animation,saving the world total destruction megacity street gang underground,Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshou Genda Hiroshi Ohtake,7.8,773
1544,Imagine Me & You,Drama Comedy Romance,london england flower shop homosexuality lesbian lgbt,Piper Perabo Lena Headey Matthew Goode Celia Imrie Darren Boyd,7.0,177
374461,Mr. Church,Drama,cook friendship,Eddie Murphy Britt Robertson Natascha McElhone Xavier Samuel Lucy Fry,7.0,129
302,Swimming Pool,Thriller Crime,london england female nudity women countryside based on novel,Charlotte Rampling Ludivine Sagnier Charles Dance Jean-Marie Lamour Marc Fayolle,6.4,153
403,Driving Miss Daisy,Comedy Drama,individual black people chauffeur atlanta widow,Morgan Freeman Jessica Tandy Dan Aykroyd Patti LuPone Esther Rolle,7.0,350
33542,Rumble in the Bronx,Crime Action Comedy Thriller,new york martial arts supermarket gang war disabled child,Jackie Chan Anita Mui Fran\u00e7oise Yip Bill Tung Marc Akerstream,6.5,240
9388,Thank You for Smoking,Comedy Drama,father son relationship capitalism based on novel smoking lie,Aaron Eckhart Maria Bello Cameron Bright Adam Brody Sam Elliott,7.1,664
1691,Hostel: Part II,Horror,prague bratislava castration ladies' man student,Lauren German Bijou Phillips Heather Matarazzo Richard Burgi Roger Bart,5.6,453
24684,An Education,Drama Romance,adolescence age difference self-discovery coming of age love affair,Carey Mulligan Olivia Williams Peter Sarsgaard Alfred Molina Cara Seymour,6.8,409
11022,Narc,Action Crime Drama Thriller,assertion investigation internal affairs narcotics cop,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,6.8,142
12569,Extract,Comedy,infidelity con man thief independent film business,Jason Bateman Mila Kunis Kristen Wiig Ben Affleck J.K. Simmons,5.7,192
2577,Code 46,Drama Romance Science Fiction Thriller,seattle shanghai future insurance salesman dystopia,Tim Robbins Samantha Morton Nabil Elouahabi Om Puri Emil Marwa,6.2,116
73873,Albert Nobbs,Drama,butler dublin maid,Glenn Close Mia Wasikowska Aaron Taylor-Johnson Pauline Collins Brendan Gleeson,6.2,132
2011,Persepolis,Animation Drama,civil war parents kids relationship 1970s puberty totalitarian regime,Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,7.7,450
45650,The Hole,Thriller Adventure Fantasy,basement hole little brother,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,5.6,244
7735,The Wave,Drama Thriller,dictator trainer classroom fascism group dynamics,J\u00fcrgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich Christiane Paul,7.5,841
301365,The Neon Demon,Thriller Horror,model,Elle Fanning Karl Glusman Jena Malone Bella Heathcote Abbey Lee,6.4,887
25941,Harry Brown,Thriller Crime Drama Action,self-defense widower,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,6.7,348
7326,Juno,Comedy Drama Romance,sexuality becoming an adult puberty first time oscar award,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,7.0,2244
681,Diamonds Are Forever,Adventure Action Thriller,spy fight secret organization satellite secret agent,Sean Connery Jill St. John Charles Gray Lana Wood Jimmy Dean,6.3,553
238,The Godfather,Drama Crime,italy love at first sight loss of father patriarch organized crime,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall,8.4,5893
535,Flashdance,Drama Music Romance,dancing dance locksmith welder,Jennifer Beals Michael Nouri Lilia Skala Kyle T. Heffner Sunny Johnson,6.1,302
19913,(500) Days of Summer,Comedy Drama Romance,date sex jealousy fight architect,Joseph Gordon-Levitt Zooey Deschanel Chlo\u00eb Grace Moretz Geoffrey Arend Matthew Gray Gubler,7.2,2904
713,The Piano,Drama Romance,love triangle scotland mother adultery sexuality,Holly Hunter Harvey Keitel Sam Neill Anna Paquin Cliff Curtis,7.1,281
77930,Magic Mike,Drama Comedy,dancing florida strip club male stripper novice,Channing Tatum Matthew McConaughey Alex Pettyfer Cody Horn Olivia Munn,6.1,1040
10727,Darkness Falls,Thriller Horror,witch loss of mother small town death penalty lighthouse,Chaney Kley Emma Caulfield Lee Cormie Grant Piro Sullivan Stapleton,4.9,161
253,Live and Let Die,Adventure Action Thriller,london england new york bomb england spy,Roger Moore Yaphet Kotto Jane Seymour Clifton James Julius Harris,6.4,533
8390,"Definitely, Maybe",Comedy Romance,lovesickness love of one's life narration lovers kiss,Ryan Reynolds Abigail Breslin Elizabeth Banks Isla Fisher Rachel Weisz,6.7,620
3291,"Good Night, and Good Luck.",Drama History,telecaster communist political activism tv show politician,David Strathairn Jeff Daniels Alex Borstein Rose Abdoo Dianne Reeves,6.8,273
398,Capote,Crime Drama,gay self-fulfilling prophecy based on novel journalism identity,Philip Seymour Hoffman Allie Mickelson Craig Archibald Bronwen Coleman Kate Shindle,6.8,384
8068,Desperado,Thriller Action Crime,gunslinger anti terror ambush mexico showdown,Antonio Banderas Salma Hayek Joaquim de Almeida Cheech Marin Steve Buscemi,6.8,881
10803,Logan's Run,Adventure Action Romance Science Fiction,female nudity killer robot nudity utopia teleportation,Michael York Richard Jordan Jenny Agutter Roscoe Lee Browne Farrah Fawcett,6.6,269
682,The Man with the Golden Gun,Adventure Action Thriller,london england england martial arts assassin exotic island,Roger Moore Christopher Lee Britt Ekland Maud Adams Herv\u00e9 Villechaize,6.3,524
9392,The Descent,Adventure Horror,mutant expedition cave darkness rope,Shauna Macdonald Natalie Mendoza Alex Reid Saskia Mulder MyAnna Buring,6.8,1005
79316,Devil's Due,Horror,found footage,Allison Miller Zach Gilford Sam Anderson Robert Belushi Catherine Kresge,4.4,216
1696,The Devil's Rejects,Drama Horror Crime,sadistic killing fire sheriff bounty hunter,Sid Haig Bill Moseley Sheri Moon Zombie William Forsythe Ken Foree,6.6,322
308639,Dope,Crime Drama Comedy,california hip-hop harvard university geek coming of age,Shameik Moore Kiersey Clemons Tony Revolori Zo\u00eb Kravitz Chanel Iman,7.2,691
2662,House of 1000 Corpses,Horror,upper class halloween psychopath urban legend youth,Sid Haig Bill Moseley Sheri Moon Zombie Karen Black Erin Daniels,6.0,306
12573,A Serious Man,Comedy Drama,professor dark comedy telephone call aftercreditsstinger 1960s,Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff,6.6,483
241771,Beyond the Lights,Romance Drama,talent success musician woman director,Gugu Mbatha-Raw Nate Parker Minnie Driver Machine Gun Kelly Danny Glover,7.0,139
34653,A Single Man,Drama Romance,gay based on novel suicidal death of lover teacher student relationship,Colin Firth Julianne Moore Nicholas Hoult Matthew Goode Jon Kortajarena,7.3,463
11051,The Last Temptation of Christ,Drama,christianity traitor jesus christ roman crucifixion,Willem Dafoe Harvey Keitel Barbara Hershey David Bowie Harry Dean Stanton,7.0,201
57825,Bride & Prejudice,Drama Comedy Music Romance,indian lead bollywood modern day adaptation pride & prejudice woman director,Aishwarya Rai Bachchan Martin Henderson Naveen Andrews Daniel Gillies Indira Varma,6.5,110
39053,Cyrus,Comedy Drama Romance,mumblecore,John C. Reilly Jonah Hill Marisa Tomei Catherine Keener Matt Walsh,6.1,133
71859,We Need to Talk About Kevin,Drama Thriller,suburb violence killing spree prison visit guinea pig,John C. Reilly Tilda Swinton Ezra Miller Siobhan Fallon Jasper Newell,7.4,677
11687,The Visitors,Fantasy Comedy Science Fiction,servant time travel clumsy fellow middle ages nobility,Jean Reno Val\u00e9rie Lemercier Christian Clavier Marie-Anne Chazel Christian Bujeau,7.1,420
39210,Somewhere,Comedy Drama,milan independent film luxury hotel man in towel\u00a0 woman director,Stephen Dorff Chris Pontius Erin Wasson Alexandra Williams Nathalie Fay,6.0,208
44835,Hesher,Drama,loss of mother clerk grocery loss of relative loss of wife,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Audrey Wasilewski Frank Collison,6.7,212
192134,Dom Hemingway,Comedy Crime Drama,growing up money crime fatherhood,Jude Law Demi\u00e1n Bichir Richard E. Grant Matthew C. Martino Emilia Clarke,5.8,212
306745,Freeheld,Romance Drama,new jersey equality lesbian relationship cancer,Julianne Moore Ellen Page Steve Carell Michael Shannon Luke Grimes,7.1,164
8374,The Boondock Saints,Action Thriller Crime,arbitrary law boston twin brother russian mafia prologue,Willem Dafoe Norman Reedus Sean Patrick Flanery David Della Rocco David Ferry,7.2,837
8879,Pale Rider,Romance Western,gunslinger showdown marshal blackmail mine,Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard Dysart,7.0,251
13001,Stargate: The Ark of Truth,Adventure Science Fiction,wormhole space travel supernatural powers spaceship alien,Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau Bridges,6.9,140
9571,Dazed and Confused,Comedy Drama,1970s texas high school comedy coming of age,Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle Burke,7.4,583
13649,High School Musical 2,Comedy Drama Family Music,musical music summer teenager summer job,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,6.1,843
334527,Criminal Activities,Thriller Crime Drama,mobster money problems borrow trouble classmates,Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron Wade,5.8,110
82505,House at the End of the Street,Horror Thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard Funk,5.6,555
46738,Incendies,Drama War Mystery,prison middle east rape muslim militia,Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen Altman,7.9,479
7347,Elite Squad,Drama Action Crime,slum police brutality brazilian war on drugs rio de janeiro,Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,7.8,504
250546,Annabelle,Horror,prequel evil doll killer doll spin off doll,Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric Ladin,5.6,1517
650,Boyz n the Hood,Crime Drama,street gang black people rap music hip-hop street war,Laurence Fishburne Cuba Gooding Jr. Ice Cube Morris Chestnut Angela Bassett,7.4,364
16620,La Bamba,Drama Music,musical death dying young nostalgic mexican american,Lou Diamond Phillips Danielle von Zerneck Elizabeth Pe\u00f1a Rosanna DeSoto Esai Morales,6.8,116
11033,Dressed to Kill,Horror Mystery Thriller,transvestism taxi prostitute subway shower,Michael Caine Angie Dickinson Nancy Allen Keith Gordon Dennis Franz,6.8,157
9430,Go,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high,Sarah Polley Katie Holmes Jay Mohr Timothy Olyphant William Fichtner,7.0,196
8998,Friends with Money,Comedy Drama Romance,midlife crisis marriage money divorce fashion,Catherine Keener Jason Isaacs Timm Sharp Jennifer Aniston Joan Cusack,5.1,128
10514,The Andromeda Strain,Science Fiction Thriller,nasa new mexico biological weapon epilepsy secret lab,Arthur Hill David Wayne James Olson Kate Reid Paula Kelly,7.0,190
76025,Shame,Drama,pornography brother sister relationship sex addiction new york city thirty something,Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,7.0,875
4836,Layer Cake,Drama Thriller Crime,kidnapping ecstasy drug traffic drug mule hitman,Daniel Craig Tom Hardy Colm Meaney George Harris Sally Hawkins,7.0,559
87499,The East,Drama Thriller,secret organization murder environmentalism vanity film eco-terrorists,Brit Marling Alexander Skarsg\u00e5rd Ellen Page Toby Kebbell Shiloh Fernandez,6.5,305
28089,The Messenger,Drama History,independent film wounded soldier iraq war,Ben Foster Woody Harrelson Jena Malone Eamonn Walker Samantha Morton,7.1,119
5708,Control,Drama,manchester city medicine new love epilepsy wife,Sam Riley Samantha Morton Alexandra Maria Lara Joe Anderson James Anthony Pearson,7.5,200
218,The Terminator,Action Thriller Science Fiction,saving the world artificial intelligence rebel cyborg shotgun,Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance Henriksen,7.3,4128
338,"Good bye, Lenin!",Comedy Drama Romance,bureaucracy berlin wall police state coma loss of mother,Daniel Br\u00fchl Katrin Sass Chulpan Khamatova Maria Simon Florian Lukas,7.4,586
21641,The Damned United,Drama,england leeds united sport brighton soccer,Michael Sheen Timothy Spall Colm Meaney Jim Broadbent Maurice Roeves,7.2,152
10925,The Return of the Living Dead,Comedy Horror,female nudity crematorium nudity punk company,Clu Gulager James Karen Don Calfa Thom Mathews John Philbin,7.3,267
2293,Mallrats,Romance Comedy,sex game show slacker shopping mall,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,6.8,392
621,Grease,Romance,flying car street gang running graduation musical,John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi Conn,7.2,1581
792,Platoon,Drama War Action,famous score hero mine vietnam war village,Tom Berenger Charlie Sheen Willem Dafoe Forest Whitaker John C. McGinley,7.5,1205
1777,Fahrenheit 9/11,Documentary,usa president jihad saudi arabia war on terror iraq,Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie Wonder,6.8,397
642,Butch Cassidy and the Sundance Kid,History Drama Western Crime,wyoming historical figure loot sharing,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,7.4,650
433,Mary Poppins,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,7.4,1183
16619,Ordinary People,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet Walsh,7.4,145
1725,West Side Story,Crime Drama Music,slum street gang love at first sight showdown puerto rican,Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George Chakiris,7.0,389
11977,Caddyshack,Comedy,golf underwear sport golf course gopher,Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray,6.6,365
629,The Usual Suspects,Drama Crime Thriller,law relatives theft criminal criminal mastermind,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,8.1,3254
10160,A Nightmare on Elm Street 5: The Dream Child,Horror Thriller,nun baby monster asylum nightmare,Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael Ashton,5.5,245
11452,National Lampoon’s Van Wilder,Comedy Romance,male nudity female nudity sex college locker room,Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon Helberg,5.9,858
12163,The Wrestler,Drama Romance,supermarket heart attack ambition daughter wrestling,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,7.3,1000
13785,Best in Show,Comedy,illinois pet shop poodle independent film mockumentary,Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene Levy,6.7,166
1103,Escape from New York,Science Fiction Action,taxi street gang usa president war veteran hostage,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,6.9,703
10622,Mr. Nice Guy,Crime Action Comedy,journalist martial arts cook drug dealer,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,6.3,128
11191,Mystic Pizza,Comedy Drama Romance,independent film commitment lobster portuguese american,Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. Moses,5.9,123
10215,Sliding Doors,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara Turner,6.5,354
1523,The Last King of Scotland,Drama,dictator 1970s general kidnapping naivety,Forest Whitaker James McAvoy Simon McBurney Gillian Anderson Kerry Washington,7.4,558
11361,Halloween 5: The Revenge of Michael Myers,Horror Thriller,sheriff barn black sequel boogeyman,Donald Pleasence Danielle Harris Ellie Cornell Beau Starr Don Shanks,5.2,183
92591,Bernie,Comedy Crime Drama,prison visit funeral director funeral home amateur theater embezzlement,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman Tommy G. Kendrick,6.5,320
83686,The Words,Drama Thriller,plagiarized book stolen novel plagiarized novel aspiring writer,Bradley Cooper Zoe Saldana Jeremy Irons Dennis Quaid Olivia Wilde,6.4,379
28053,City Island,Drama Comedy,secret fetishism stripper family secrets convict,Andy Garc\u00eda Julianna Margulies Steven Strait Dominik Garc\u00eda-Lorido Ezra Miller,6.9,113
67913,The Guard,Action Comedy Thriller Crime,prostitute blackmail drug smuggle rural ireland dry humour,Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina Cas,6.8,372
1443,The Virgin Suicides,Drama Romance,michigan 1970s youth family woman director,James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Par\u00e9,7.1,817
231576,Wish I Was Here,Drama Comedy,jew independent film homeschooling family struggling actor,Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison,6.4,300
13537,Shattered Glass,Drama History,,Hayden Christensen Peter Sarsgaard Chlo\u00eb Sevigny Rosario Dawson Melanie Lynskey,6.6,111
576,The Wild Bunch,Adventure Western,underdog robbery bounty hunter texas mexican revolution,William Holden Ernest Borgnine Robert Ryan Edmond O'Brien Warren Oates,7.6,259
9282,11:14,Crime Drama Thriller,alcohol sex robbery secret gun,Henry Thomas Blake Heron Barbara Hershey Hilary Swank Clark Gregg,6.8,206
97614,Deadfall,Crime Drama Thriller,partner murder on the run fugitive crime,Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris Kristofferson,5.6,224
837,Videodrome,Horror Mystery Science Fiction,suicide tv show hallucination tv station radio presenter,James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack Creley,7.1,454
1555,The Spanish Apartment,Drama Comedy Romance,paris barcelona spain alcohol roommate single,Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina Brondo,7.0,266
8982,The Protector,Action Crime Drama Thriller,buddhism elephant sydney australia fighter,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan Jones,6.8,167
455,Bend It Like Beckham,Comedy Drama Romance,london england tradition indian lead culture clash immigration,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,6.2,578
10664,[REC]²,Thriller Horror,religion and supernatural blood sample occult swat team gas mask,Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo Rosso,6.4,489
9277,The Sting,Comedy Crime Drama,chicago bet horse race repayment con man,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston,7.9,622
9443,Chariots of Fire,Drama History,underdog scotland jewry patriotism olympic games,Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel Havers,6.8,207
7863,Shine,Drama,letter jumping child prodigy pool pianist,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia Todd,7.3,131
138697,Don Jon,Romance Comedy Drama,pornography sex sex addiction male female relationship internet porn,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne Headly,5.9,1671
11901,High Plains Drifter,Western,gunslinger desperation outlaw,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack Ging,7.4,278
1548,Ghost World,Comedy Drama,high school friends art class record collector plaster personal ad,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob Balaban,7.1,426
5528,The Chorus,Drama,penalty choir diary musical boy's choir,G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie Bunel,7.5,526
925,Do the Right Thing,Drama,black people italo-american police brutality sun glasses culture clash,Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo Esposito,7.6,292
979,Irreversible,Drama Thriller Crime Mystery,paris prostitute rape sex nudity,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,7.1,538
70670,Headhunters,Thriller Crime,death of lover art thief art gallery police investigation,Aksel Hennie Nikolaj Coster-Waldau Synn\u00f8ve Macody Lund Julie R. \u00d8lgaard Eivind Sander,7.1,399
84204,Grabbers,Science Fiction Comedy Thriller Horror,monster ireland drunk beheaded,Richard Coyle Ruth Bradley Russell Tovey Bronagh Gallagher David Pearse,6.0,140
91586,Insidious: Chapter 2,Horror Thriller,haunted house possession demon family ghost,Patrick Wilson Rose Byrne Ty Simpkins Lin Shaye Barbara Hershey,6.5,1211
215,Saw II,Horror,riddle serial killer,Tobin Bell Shawnee Smith Donnie Wahlberg Franky G Glenn Plummer,6.3,1251
333371,10 Cloverfield Lane,Thriller Science Fiction Drama,kidnapping bunker paranoia basement survivalist,Mary Elizabeth Winstead John Goodman John Gallagher Jr. Bradley Cooper Douglas M. Griffin,6.8,2468
9012,Jackass: The Movie,Documentary Comedy,disgust pain stunts music video stuntman,Johnny Knoxville Bam Margera Steve-O Chris Pontius Dave England,6.1,345
345911,Lights Out,Horror Thriller,suicide darkness basement based on short story fear of the dark,Teresa Palmer Maria Bello Gabriel Bateman Alexander DiPersia Alicia Vela-Bailey,6.3,1129
72571,Paranormal Activity 3,Horror,witch sister sister relationship sequel prequel haunting,Katie Featherston Sprague Grayden Lauren Bittner Christopher Nicholas Smith Chloe Csengery,5.9,669
242512,Ouija,Horror,death of a friend swimming pool ouija ouija board teenager,Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith,4.9,983
10072,A Nightmare on Elm Street 3: Dream Warriors,Horror Thriller,group therapy nightmare hypnosis trapped alcoholic,Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson,6.5,354
211954,Instructions Not Included,Comedy Drama,bachelor vespa,Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz,7.5,205
82990,Paranormal Activity 4,Horror,garage poltergeist webcam imaginary friend bathtub,Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen,5.2,563
11843,The Return of the Pink Panther,Comedy,robbery diamant c\u00f4te d'azur inspector panther,Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne,6.7,137
11284,Freddy's Dead: The Final Nightmare,Horror Thriller Comedy,amnesia nightmare alternate dimension psychologist memory loss,Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan,5.1,272
504,Monster,Crime Drama,female nudity prostitute rape sexual abuse desperation,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,7.0,485
173,"20,000 Leagues Under the Sea",Adventure Drama Science Fiction,diving ocean submarine jules verne captain,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke,6.8,157
227348,Paranormal Activity: The Marked Ones,Horror Thriller,supernatural demon found footage,Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz,5.2,449
1955,The Elephant Man,Drama History,exploitation biography hospital curiosity sideshow,Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller,7.9,719
152532,Dallas Buyers Club,Drama History,women aids biography based on true story hiv,Matthew McConaughey Jennifer Garner Jared Leto Denis O'Hare Steve Zahn,7.9,2886
243940,The Lazarus Effect,Thriller Horror,terror experiment afterlife paranormal violence,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,5.1,505
77,Memento,Mystery Thriller,individual insulin tattoo waitress amnesia,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky,8.1,4028
157547,Oculus,Horror,hallucination supernatural mirror skepticism ghost,Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane,6.3,1050
2295,Clerks II,Comedy,independent film aftercreditsstinger duringcreditsstinger,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson,6.9,398
71,Billy Elliot,Drama Comedy Music,workers' quarter dancing class strike northern england scholarship,Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis,7.4,750
147773,The Way Way Back,Comedy Drama,shyness beach bicycle conversation friendship,Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell,7.1,688
59968,Our Idiot Brother,Comedy Drama,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott,5.9,365
323677,Race,Action Drama,olympic games biography sport historical figure nazi germany,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew,7.1,478
256274,"As Above, So Below",Horror Thriller,paris treasure catacombs scientist singing in a car,Perdita Weeks Ben Feldman Edwin Hodge Fran\u00e7ois Civil Marion Lambert,6.1,766
284293,Still Alice,Drama,mother professor illness,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae,7.5,1104
10283,Friday the 13th Part VIII: Jason Takes Manhattan,Horror Thriller,new york boat mask psychopath high school,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman,4.8,191
8346,My Big Fat Greek Wedding,Comedy Drama Romance,usa parents kids relationship greece culture clash midlife crisis,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin,6.2,671
122081,Spring Breakers,Drama Crime,female nudity sex florida drug dealer nudity,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine,5.0,1551
10987,Halloween: The Curse of Michael Myers,Horror Thriller,mass murder nudity halloween attempt to escape cult,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,5.0,170
1391,Y Tu Mamá También,Drama Romance,mexico sex beach group sex male friendship,Gael Garc\u00eda Bernal Diego Luna Maribel Verd\u00fa Ana L\u00f3pez Mercado Diana Bracho,7.3,315
747,Shaun of the Dead,Horror Comedy,record collection flower cheese pub surrey,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran,7.5,2420
11357,Halloween 4: The Return of Michael Myers,Horror Thriller,sheriff scissors ambulance halloween twist,Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki,5.9,209
50357,Apollo 18,Horror Thriller Science Fiction,moon nasa infection barbecue moon landing,Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa,5.0,356
13090,Sunshine Cleaning,Comedy Drama,suicide single parent sister sister relationship cleaning lady new mexico,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn,6.5,255
192141,No Escape,Action Thriller,hotel revolution race against time engineer coup,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,6.7,777
351819,Fifty Shades of Black,Romance Comedy,sex black parody spoof millionaire,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett,4.3,331
13193,Saved!,Comedy Drama,christianity gay coming out independent film coming of age,Jena Malone Mandy Moore Macaulay Culkin Patrick Fugit Heather Matarazzo,6.3,147
9900,Grandma's Boy,Comedy,video game grandmother grandson relationship man child stoner game tester,Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore,6.6,220
335,Once Upon a Time in the West,Western,showdown bounty bounty hunter loss of brother sadness,Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti,8.1,1128
17431,Moon,Science Fiction Drama,moon artificial intelligence clone isolation future,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw,7.6,1794
1024,Heavenly Creatures,Drama Fantasy,mother sex secret obsession literature,Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent,7.0,294
45658,Everything Must Go,Comedy Drama Romance,alcohol arizona beer playboy independent film,Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace,6.0,208
4553,The Machinist,Thriller Drama,factory insomnia post it machinist cleaning bathroom tile,Christian Bale Jennifer Jason Leigh Aitana S\u00e1nchez-Gij\u00f3n John Sharian Michael Ironside,7.3,1247
245916,Kill the Messenger,Thriller Crime Drama Mystery,biography,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick,6.6,355
